UNITID,efrace15,efrace16,W/M_Ratio,INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,geometry
145600,1079,270,0.25023169601482853,University of Illinois Chicago,Chicago,IL,60607,41.871837,-87.650503,POINT (-87.650503 41.871837)
145619,26,2,0.07692307692307693,Benedictine University,Lisle,IL,60532-0900,41.777569,-88.097307,POINT (-88.097307 41.777569)
145637,3676,906,0.24646354733405876,University of Illinois Urbana-Champaign,Champaign,IL,61820-5711,40.104718,-88.229114,POINT (-88.229114 40.104718)
145691,2,0,0.0,Illinois College,Jacksonville,IL,62650-2299,39.7313,-90.246171,POINT (-90.246171 39.7313)
145725,588,179,0.304421768707483,Illinois Institute of Technology,Chicago,IL,60616,41.8313,-87.627321,POINT (-87.62732099999999 41.8313)
147703,748,104,0.13903743315508021,Northern Illinois University,Dekalb,IL,60115-2828,41.933869,-88.766428,POINT (-88.766428 41.933869)
147767,722,343,0.47506925207756234,Northwestern University,Evanston,IL,60208,42.050356,-87.679858,POINT (-87.679858 42.050356)
147828,41,9,0.21951219512195122,Olivet Nazarene University,Bourbonnais,IL,60914-2271,41.155237,-87.875165,POINT (-87.875165 41.155237)
148016,1,0,0.0,Principia College,Elsah,IL,62028-9799,38.948835,-90.350285,POINT (-90.350285 38.948835)
148405,0,1,inf,Rockford University,Rockford,IL,61108-2311,42.270639,-89.019536,POINT (-89.019536 42.270639)
149222,643,98,0.15241057542768274,Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,37.714193,-89.217273,POINT (-89.21727300000001 37.714193)
149231,271,49,0.18081180811808117,Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,38.793949,-89.997779,POINT (-89.99777899999999 38.793949)
149781,22,1,0.045454545454545456,Wheaton College,Wheaton,IL,60187-5593,41.870176,-88.099643,POINT (-88.099643 41.870176)
150534,257,31,0.12062256809338522,University of Evansville,Evansville,IN,47722,37.971549,-87.531644,POINT (-87.531644 37.971549)
151102,124,18,0.14516129032258066,Purdue University Fort Wayne,Fort Wayne,IN,46805-1499,41.117278,-85.108962,POINT (-85.10896200000001 41.117278)
151111,303,61,0.20132013201320131,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,46202-5143,39.772948,-86.172217,POINT (-86.172217 39.772948)
151263,7,3,0.42857142857142855,University of Indianapolis,Indianapolis,IN,46227-3697,39.709571,-86.133969,POINT (-86.13396899999999 39.709571)
151290,112,16,0.14285714285714285,Indiana Institute of Technology,Fort Wayne,IN,46803-1228,41.078365,-85.116479,POINT (-85.116479 41.078365)
151777,5,0,0.0,Manchester University,North Manchester,IN,46962,41.010549,-85.762643,POINT (-85.762643 41.010549)
152080,681,202,0.2966226138032305,University of Notre Dame,Notre Dame,IN,46556,41.703058,-86.238959,POINT (-86.23895899999999 41.703058)
152318,1028,213,0.20719844357976655,Rose-Hulman Institute of Technology,Terre Haute,IN,47803-3920,39.483602,-87.326749,POINT (-87.32674900000001 39.483602)
152530,29,5,0.1724137931034483,Taylor University,Upland,IN,46989-1001,40.456246,-85.497034,POINT (-85.497034 40.456246)
152567,378,74,0.19576719576719576,Trine University,Angola,IN,46703-1764,41.632502,-85.008009,POINT (-85.008009 41.632502)
